"","tagid","survey_name","SPPA_1","SPPA_10","SPPA_11","SPPA_12","SPPA_13","SPPA_14","SPPA_15","SPPA_16","SPPA_17","SPPA_18","SPPA_19","SPPA_2","SPPA_20","SPPA_21","SPPA_22","SPPA_23","SPPA_24","SPPA_25","SPPA_26","SPPA_27","SPPA_28","SPPA_29","SPPA_3","SPPA_30","SPPA_31","SPPA_32","SPPA_33","SPPA_34","SPPA_35","SPPA_36","SPPA_37","SPPA_38","SPPA_39","SPPA_4","SPPA_40","SPPA_41","SPPA_42","SPPA_43","SPPA_44","SPPA_45","SPPA_46","SPPA_47","SPPA_48","SPPA_49","SPPA_5","SPPA_50","SPPA_51","SPPA_52","SPPA_53","SPPA_54","SPPA_55","SPPA_56","SPPA_57","SPPA_58","SPPA_59","SPPA_6","SPPA_60","SPPA_61","SPPA_62","SPPA_63","SPPA_64","SPPA_65","SPPA_66","SPPA_67","SPPA_68","SPPA_69","SPPA_7","SPPA_70","SPPA_71","SPPA_8","SPPA_9","SPPA_RA_72","SPPA_RA_73","SPPA_RA_74","SPPA_RA_75","SPPA_RA_76","SPPA_RA_77","SPPA_RA_78","SPPA_RA_79","SPPA_RA_80","survey_type","survey_date","ha1","ha2","ha3","ha4","ha6","ha7","ha8","ha9","ha10","ha11","ha12","ha13","ha15","ha16","ha17","ha18","ha19","ha20","ha21","ha22","ha24","ha25","ha26","ha27","ha28","ha29","ha30","ha31","ha33","ha34","ha35","ha36","ha37","ha38","ha39","ha40","ha42","ha43","ha44","ha45","SPPA_scholasticcomp_total","SPPA_socialcomp_total","SPPA_athleticcomp_total","SPPA_physicalappear_total","SPPA_romanticappeal_total","SPPA_behavconduct_total","SPPA_closefriend_total","SPPA_globalselfworth_total","SPPA_scholasticcomp_mean","SPPA_socialcomp_mean","SPPA_athleticcomp_mean","SPPA_physicalappear_mean","SPPA_romanticappeal_mean","SPPA_behavconduct_mean","SPPA_closefriend_mean","SPPA_globalselfworth_mean","SPPA_scholasticcomp_N","SPPA_scholasticcomp_missing","SPPA_scholasticcomp_missing_perc","SPPA_socialcomp_N","SPPA_socialcomp_missing","SPPA_socialcomp_missing_perc","SPPA_athleticcomp_N","SPPA_athleticcomp_missing","SPPA_athleticcomp_missing_perc","SPPA_physicalappear_N","SPPA_physicalappear_missing","SPPA_physicalappear_missing_perc","SPPA_romanticappeal_N","SPPA_romanticappeal_missing","SPPA_romanticappeal_missing_perc","SPPA_behavconduct_N","SPPA_behavconduct_missing","SPPA_behavconduct_missing_perc","SPPA_closefriend_N","SPPA_closefriend_missing","SPPA_closefriend_missing_perc","SPPA_globalselfworth_N","SPPA_globalselfworth_missing","SPPA_globalselfworth_missing_perc"
"61","TAG079","TAG - Home Qs - V3",1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,1,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2016-07-28",4,3,3,4,NA,2,4,4,2,3,3,4,NA,2,3,3,4,3,3,4,NA,4,3,3,2,3,3,3,NA,2,3,4,4,3,2,4,NA,2,4,4,16,15,14,19,NA,12,17,18,3.2,3,2.8,3.8,NA,2.4,3.4,3.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"62","TAG080","TAG - Home Qs - V3 - with SID embedded",2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-03-18",2,3,4,3,NA,4,2,3,2,3,2,4,NA,3,2,4,4,4,3,4,NA,2,2,4,2,3,3,3,NA,4,2,4,2,3,4,4,NA,3,2,4,12,16,16,18,NA,16,10,19,2.4,3.2,3.2,3.6,NA,3.2,2,3.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"63","TAG081","TAG - W1 Home Qs - Current V4",1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-07-29",4,1,3,2,NA,4,4,2,4,1,4,4,NA,3,4,4,4,4,1,3,NA,4,4,3,4,3,3,1,NA,4,1,4,4,4,4,1,NA,4,4,3,20,13,15,11,NA,19,17,16,4,2.6,3,2.2,NA,3.8,3.4,3.2,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"64","TAG085","TAG - Home Qs - V3",2,1,2,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2016-07-20",2,2,2,1,NA,3,1,1,2,2,2,2,NA,4,1,2,3,2,2,2,NA,3,1,1,3,2,2,1,NA,3,1,2,2,2,2,2,NA,4,1,2,12,10,10,8,NA,17,5,8,2.4,2,2,1.6,NA,3.4,1,1.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"65","TAG086","TAG - Home Qs - V3",1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2016-08-01",3,2,3,3,NA,3,3,3,2,2,2,2,NA,3,2,2,3,3,3,2,NA,3,3,3,2,2,2,3,NA,2,2,4,3,2,3,3,NA,4,3,4,13,11,13,13,NA,15,13,16,2.6,2.2,2.6,2.6,NA,3,2.6,3.2,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"66","TAG087","TAG - W1 Home Qs - Current - V4 IN LAB",2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-11-23",2,4,3,4,NA,4,4,4,4,4,3,4,NA,3,2,4,2,4,3,4,NA,4,4,4,4,4,4,3,NA,4,4,4,4,2,3,4,NA,4,4,4,16,18,16,19,NA,19,18,20,3.2,3.6,3.2,3.8,NA,3.8,3.6,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"67","TAG088","TAG - Home Qs - V3",1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2016-08-09",3,2,4,3,NA,4,1,3,1,3,4,4,NA,2,3,4,3,3,4,3,NA,4,3,3,3,4,4,2,NA,3,2,4,3,2,4,3,NA,4,3,4,13,14,20,15,NA,17,12,18,2.6,2.8,4,3,NA,3.4,2.4,3.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"68","TAG091","TAG - Home Qs - V3 - with SID embedded",2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-03-17",2,1,1,2,NA,3,1,1,3,1,1,1,NA,1,1,1,2,2,1,3,NA,2,1,1,2,2,2,2,NA,2,1,1,3,1,2,2,NA,1,1,1,12,7,7,10,NA,9,5,5,2.4,1.4,1.4,2,NA,1.8,1,1,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"69","TAG094","TAG - Home Qs - V3",1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2016-07-22",4,4,4,4,NA,4,3,4,4,4,3,4,NA,4,3,4,4,4,3,4,NA,4,4,4,4,3,4,4,NA,4,4,4,4,3,4,4,NA,4,4,4,20,18,18,20,NA,20,18,20,4,3.6,3.6,4,NA,4,3.6,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"70","TAG095","TAG - W1 Home Qs - Current V4",1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,NA,1,NA,2,1,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-07-06",3,3,4,4,NA,3,3,3,3,3,4,4,NA,3,2,4,4,4,4,4,NA,3,3,3,3,3,3,NA,NA,3,1,4,4,3,4,4,NA,4,4,4,17,16,19,NA,NA,16,13,18,3.4,3.2,3.8,4,NA,3.2,2.6,3.6,5,0,0,5,0,0,5,0,0,5,1,20,5,5,100,5,0,0,5,0,0,5,0,0
"71","TAG097","TAG - Home Qs - V3 - with SID embedded",2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-03-20",2,3,2,4,NA,4,4,4,1,2,1,4,NA,3,2,4,4,4,1,4,NA,4,4,3,4,4,2,4,NA,4,4,4,4,3,2,4,NA,4,4,4,15,16,8,20,NA,19,18,19,3,3.2,1.6,4,NA,3.8,3.6,3.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"72","TAG098","TAG - Home Qs - V3",1,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,1,2,2,1,1,1,2,1,1,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2016-10-28",4,1,4,4,NA,4,2,3,4,3,4,4,NA,4,3,4,4,3,4,4,NA,4,4,4,4,3,4,3,NA,4,2,4,4,2,4,3,NA,4,2,4,20,12,20,18,NA,20,13,19,4,2.4,4,3.6,NA,4,2.6,3.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"73","TAG099","TAG - Home Qs - V3 - with SID embedded",2,2,1,2,2,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-03-15",2,3,2,2,NA,4,4,3,1,3,1,2,NA,4,4,4,2,4,2,2,NA,3,4,3,2,3,2,2,NA,3,4,3,2,3,2,2,NA,3,4,3,9,16,9,10,NA,17,20,16,1.8,3.2,1.8,2,NA,3.4,4,3.2,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"74","TAG101","TAG - Home Qs - V3",1,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-02-24",3,4,3,4,NA,4,4,4,2,3,2,4,NA,4,4,4,4,4,4,3,NA,4,4,4,4,3,1,3,NA,4,4,4,4,1,2,4,NA,4,4,4,17,15,12,18,NA,20,20,20,3.4,3,2.4,3.6,NA,4,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"75","TAG102","TAG - Home Qs - V3 - with SID embedded",1,1,1,2,2,2,1,2,1,1,1,1,2,2,2,1,NA,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-04-01",3,3,4,4,NA,2,4,4,1,3,4,4,NA,NA,2,1,1,3,4,3,NA,2,3,1,2,3,4,4,NA,1,1,3,3,2,4,4,NA,2,4,NA,10,14,20,19,NA,NA,14,NA,2,2.8,4,3.8,NA,1.75,2.8,2.25,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,1,20,5,0,0,5,1,20
"76","TAG103","TAG - Home Qs - V3",1,1,1,2,2,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-03-01",3,2,1,3,NA,3,4,3,4,2,1,2,NA,3,3,3,4,3,1,2,NA,3,3,3,4,3,2,3,NA,4,4,2,3,2,1,2,NA,4,3,2,18,12,6,12,NA,17,17,13,3.6,2.4,1.2,2.4,NA,3.4,3.4,2.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"77","TAG104","TAG - Home Qs - V3",2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2016-09-16",1,1,1,3,NA,1,4,4,1,1,2,3,NA,4,4,2,4,1,1,1,NA,4,4,4,4,4,1,3,NA,1,4,4,1,1,1,3,NA,4,4,4,11,8,6,13,NA,14,20,18,2.2,1.6,1.2,2.6,NA,2.8,4,3.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"78","TAG105","TAG - Home Qs - V3 - with SID embedded",2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-03-05",1,2,2,1,NA,2,4,2,4,4,1,1,NA,2,4,4,4,4,1,1,NA,1,4,4,2,4,2,1,NA,4,4,4,1,1,1,1,NA,4,4,2,12,15,7,5,NA,13,20,16,2.4,3,1.4,1,NA,2.6,4,3.2,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"79","TAG106","TAG - W1 Home Qs - Current V4",2,2,1,2,2,2,1,2,1,1,NA,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-07-26",2,4,4,4,NA,4,4,4,1,3,NA,4,NA,1,4,4,4,1,3,4,NA,3,4,4,3,4,4,4,NA,3,4,4,4,3,4,4,NA,4,4,4,14,15,NA,20,NA,15,20,20,2.8,3,3.75,4,NA,3,4,4,5,0,0,5,0,0,5,1,20,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"80","TAG107","TAG - Home Qs - V3",1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-03-27",3,4,2,4,NA,3,4,1,1,4,1,4,NA,4,4,4,3,4,1,4,NA,3,4,3,2,4,2,3,NA,4,4,4,2,3,2,3,NA,4,4,4,11,19,8,18,NA,18,20,16,2.2,3.8,1.6,3.6,NA,3.6,4,3.2,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"81","TAG108","TAG - Home Qs - V3 - with SID embedded",1,2,1,2,2,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,1,1,1,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-03-29",4,4,2,4,NA,4,4,4,2,4,3,4,NA,3,3,4,2,4,3,2,NA,4,4,4,4,4,3,3,NA,4,3,4,4,4,3,3,NA,4,4,4,16,20,14,16,NA,19,18,20,3.2,4,2.8,3.2,NA,3.8,3.6,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"82","TAG109","TAG - Home Qs - V3",2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2016-11-18",2,1,1,4,NA,3,1,4,1,1,1,4,NA,3,2,4,4,2,1,4,NA,4,2,4,3,2,1,3,NA,3,2,4,4,1,2,4,NA,4,3,4,14,7,6,19,NA,17,10,20,2.8,1.4,1.2,3.8,NA,3.4,2,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"83","TAG110","TAG - W1 Home Qs - Current V4",2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-07-28",2,2,3,4,NA,3,4,4,3,4,3,4,NA,3,3,4,4,4,2,4,NA,3,4,4,3,4,3,4,NA,2,4,4,4,2,4,4,NA,4,4,4,16,16,15,20,NA,15,19,20,3.2,3.2,3,4,NA,3,3.8,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"84","TAG112","TAG - Home Qs - V3",1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,1,2,1,2,1,1,NA,2,2,NA,1,2,1,1,1,NA,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-02-25",3,4,3,3,NA,2,4,2,4,2,2,2,NA,4,3,1,4,3,3,3,NA,4,3,NA,4,NA,3,NA,NA,4,4,4,3,2,3,2,NA,4,4,3,18,NA,14,NA,NA,18,18,NA,3.6,2.75,2.8,2.5,NA,3.6,3.6,2.5,5,0,0,5,1,20,5,0,0,5,1,20,5,5,100,5,0,0,5,0,0,5,1,20
"85","TAG113","TAG - Home Qs - V3",1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-06-20",3,4,2,2,NA,3,2,3,2,3,2,2,NA,4,2,3,3,3,2,2,NA,3,4,3,2,3,3,2,NA,4,3,2,3,2,2,2,NA,4,3,2,13,15,11,10,NA,18,14,13,2.6,3,2.2,2,NA,3.6,2.8,2.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"86","TAG114","TAG - Home Qs - V3",2,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2016-10-05",2,1,2,2,NA,2,1,2,2,1,2,2,NA,3,1,2,2,2,2,2,NA,2,1,2,2,2,2,2,NA,2,2,2,2,1,4,2,NA,3,2,2,10,7,12,10,NA,12,7,10,2,1.4,2.4,2,NA,2.4,1.4,2,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"87","TAG116","TAG - W1 Home Qs - Current V4",1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-10-27",4,4,3,4,NA,4,4,4,4,4,3,4,NA,4,4,4,4,4,3,4,NA,4,4,4,4,4,4,4,NA,4,4,4,4,4,3,4,NA,4,4,4,20,20,16,20,NA,20,20,20,4,4,3.2,4,NA,4,4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"88","TAG119","TAG - Home Qs - V3",1,1,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2016-08-01",3,3,2,4,NA,3,3,4,1,2,2,4,NA,4,1,4,4,4,2,4,NA,3,4,4,2,1,3,3,NA,4,2,4,3,3,1,4,NA,3,2,4,13,13,10,19,NA,17,12,20,2.6,2.6,2,3.8,NA,3.4,2.4,4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"89","TAG122","TAG - W1 Home Qs - Current V4",1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-10-09",4,4,1,3,NA,3,3,3,3,3,1,4,NA,4,4,4,3,3,2,3,NA,3,3,3,3,4,3,3,NA,4,4,4,3,2,1,3,NA,4,3,4,16,16,8,16,NA,18,17,18,3.2,3.2,1.6,3.2,NA,3.6,3.4,3.6,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"90","TAG125","TAG - W1 Home Qs - Current V4",1,1,1,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-12-01",3,2,4,4,NA,2,4,4,3,4,4,2,NA,2,4,4,4,4,3,4,NA,4,3,3,4,3,3,4,NA,3,3,4,4,2,4,4,NA,3,4,4,18,15,18,18,NA,14,18,19,3.6,3,3.6,3.6,NA,2.8,3.6,3.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"91","TAG127","TAG - W1 Home Qs - Current - V4 IN LAB",1,1,1,2,1,1,2,2,1,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-12-02",3,2,3,2,NA,3,4,2,4,3,2,3,NA,3,4,4,4,3,2,2,NA,3,4,3,4,3,2,2,NA,4,4,4,4,3,2,3,NA,4,4,4,19,14,11,12,NA,17,20,17,3.8,2.8,2.2,2.4,NA,3.4,4,3.4,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
"92","TAG131","TAG - Home Qs - V3 - with SID embedded",1,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home","2017-04-03",3,4,3,3,NA,4,4,4,3,3,3,3,NA,4,4,3,4,4,2,3,NA,3,4,4,4,4,3,3,NA,4,4,4,4,3,3,3,NA,4,4,4,18,18,14,15,NA,19,20,19,3.6,3.6,2.8,3,NA,3.8,4,3.8,5,0,0,5,0,0,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,0,0
